ccdc_id,Calc. Density,Cell Volume,CHIRAL SMILES,Space Gp. Number
KALMET,1.303,3068.317,CCOCCOc1c2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc1cc(c2)c1ccc2ccc6cccc7ccc1c2c67)c5OCCOCC)N(=O)=O)c4OCCOCC)c1ccc2ccc4cccc5ccc1c2c45)c3OCCOCC)N(=O)=O,2
KAPFEQ,1.536,783.563,O=CNNc1ccc(cc1)N(=O)=O,29
KAPFIU,1.36,2053.683,CCOC(=O)C1=C(O[C@@]2(O1)CCCN2C(=O)OC(C)(C)C)c1ccc(cc1)N(=O)=O,14
KAPZEK,1.961,3387.842,O=N(=O)C(C1=NN=C2N1C1=NON=C1N1C2=NN=C1C(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O,61
KAVBOC,1.218,5361.672,CCCCCC(=C=C1CCC[C@]23C1=C([C@H]2OC(O3)(C)C)[C@@]12COC[C@]2(C1)C)c1cccc(c1)N(=O)=O,15
KAVHAU,1.438,2376.687,O=C(c1c(C)cccc1N(=O)=O)OC[C@@H](c1ccc2c(c1)cccc2)OC(=O)c1c(C)cccc1N(=O)=O,19
KAVHEY,1.4,1429.868,O[C@H](c1ccccc1)COC(=O)c1c(C)cccc1N(=O)=O,14
KAVHOI,1.427,1080.831,O=C(c1c(C)cccc1N(=O)=O)OC[C@H](c1ccccc1)OC(=O)c1c(C)cccc1N(=O)=O,2
KAVHUO,1.383,843.87,OC[C@@H](c1ccc2c(c1)cccc2)OC(=O)c1c(C)cccc1N(=O)=O,4
KAVJAW,1.365,854.591,O[C@H](c1ccc2c(c1)cccc2)COC(=O)c1c(C)cccc1N(=O)=O,4
KAVROS,1.375,529.596,CC(=C1[C@@H]2C=C[C@@]3([C@H]1[C@@]3(C2=O)C)N(=O)=O)C,2
KOBXOO01,1.879,509.377,NC1=C(C(=O)NN1)N(=O)=O,14
LAPKIA,1.386,2983.405,CCCON1C(=O)N([C@@]([C@@H]1O)(O)c1ccc(cc1)N(=O)=O)C,14
LAPKOG,1.293,4125.651,CCCCON1C(=O)N([C@@]([C@@H]1O)(O)c1ccc(cc1)N(=O)=O)c1ccc(cc1)C,14
LAPRON,1.407,1478.993,COc1ccc(cc1)C(=O)C[C@@H]1Cc2c(O1)ccc(c2)N(=O)=O,14
LAQYIP,1.105,3239.272,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)N[C@@H](c1cccc(c1)N(=O)=O)c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)C(C)C,4
LAVQUY,1.411,1913.557,O=N(=O)c1cc(ccc1NC1CC1)[N+]#[C-],14
LAVRAF,1.349,1316.103,CN(Cc1ccccc1)c1ccc(cc1N(=O)=O)[N+]#[C-],14
LAVTOV,1.339,1727.855,O=C(c1cc(cc(c1)N(=O)=O)N(=O)=O)OC[C@H]1C[C@]2(C[C@@H]1CCC2)C,14
LAXGOK,1.294,1952.62,CN(C)CCCNc1nc2cc(ccc2nc1NCc1ccccc1)N(=O)=O,14
LAXSAI,1.307,3458.94,Cc1cc(C)c(c(C)c1C(c1c(C)cc(C)c(c1C)N(=O)=O)=C(c1c(C)cc(C)c(c1C)N(=O)=O)c1c(C)cc(C)c(c1C)N(=O)=O)N(=O)=O,14
LIZFOS,1.431,970.745,OCc1cc(cc2CNCNc12)N(=O)=O,14
MAQDER,1.347,903.298,CC([C@@H]1CCC=CC1=O)(N(=O)=O)C,14
MAQDIV,1.337,1088.769,O=C(CC1(CCC1)N(=O)=O)c1ccccc1,29
MAQDOB,1.352,1470.582,O=C(c1ccccc1)C[C@@]1([C@@H]2C[C@@H]3C[C@H]1C[C@H](C2)C3)N(=O)=O,19
MAQDUH,1.426,417.377,O=C(CCN(=O)=O)c1ccccc1,4
MAQFAP,1.258,1094.525,CC(C)(CC(=O)c1ccccc1)N(=O)=O,29
MAQFET,1.331,2328.057,O=C(CC1(CCCC1)N(=O)=O)c1ccccc1,61
NAMTEE,1.303,918.606,OC1=C(C(=O)CC(C1)(C)C)[C@H](C1=CC=CO1)CC1=C(N(=O)=O)C(=NO1)C,4
NANILI32,1.431,640.904,Nc1ccc(cc1)N(=O)=O,14
NAQWOV,1.34,2168.336,O=C(c1ccccc1)C[C@H]1CC2([C@@H]([C@H]1N(=O)=O)c1ccccc1)C(=O)OC(OC2=O)(C)C,5
NARTEJ,1.258,1237.04,Oc1ccc(cc1/C=N/C1=CC(=NN1c1ccccc1N(=O)=O)C(C)(C)C)/N=N/c1ccccc1,2
NARTIN,1.283,4996.516,Cc1ccc(cc1)/N=N/c1ccc(c(c1)/C=N/C1=CC(=NN1c1ccc(cc1)N(=O)=O)C(C)(C)C)O,19
NARTOT,1.272,4890.999,CC(C1=NN(C(=C1)/N=C/c1cc(ccc1O)/N=N/c1ccccc1)c1ccc(cc1)N(=O)=O)(C)C,14
NARYUE,1.314,624.892,O=N(=O)[C@H]1OC(=C([C@@H]1c1ccccc1)C(=O)C)C,2
NBZANO13,1.446,2694.214,O=N(=O)c1ccc([NH+]=Nc2c([O-])ccc3ccccc23)cc1,13
NIPHAZ02,1.56,698.838,O=N(=O)c1ccc(cc1)N=[N+]=[N-],19
OCUBEX,1.509,2916.415,COc1ccc(cc1)[C@H]1CN1Oc1ccc(cc1N(=O)=O)N(=O)=O,61
OCUFAX,1.41,3847.659,CCOC(=O)C[C@@H]1C(=Cc2c3N1c1ccc(cc1-c3ccc2)N(=O)=O)C(=O)OCC,15
OXIBUV,1.382,1616.11,C#CCCCC(=O)Nc1ccc(cc1)/N=N/c1ccc(cc1)N(=O)=O,2
OYISUN,1.626,1381.501,CC1=NOC(=C1N(=O)=O)C1=NO[N+](=C1C1=C(C(=NO1)C)N(=O)=O)[O-],2
PAJGAM,1.966,1865.728,O=N(=O)C1=NN(C(=N1)/N=N/C1=NC(=NN1C(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)C(N(=O)=O)(N(=O)=O)N(=O)=O,29
PAKPAW,1.85,2572.149,O=N(=O)N1C=C(C(=N1)N=[N+]([O-])C1=NN(C=C1N(=O)=O)N(=O)=O)N(=O)=O,61
PAKXOS,1.824,663.226,Nc1nc(nnc1N(=O)=O)N=[N+]=[N-],19
PAMSOP,1.371,1016.271,O=C(C[C@H](c1ccc(cc1)N(=O)=O)O)CC(=O)OC(c1ccccc1)c1ccccc1,4
PAPMOM,1.307,763.293,CC(CC(=O)/C(=C/c1ccc(cc1)N(=O)=O)/N1N=CN=C1)C,2
PAPWUC,1.777,830.097,O=N(=O)N1COCC(C1)(N(=O)=O)N(=O)=O,14
PAPXEN,1.309,1107.335,OC[C@@]1(COCN(C1)C(C)(C)C)N(=O)=O,19
PAPXIR,1.14,1592.529,O=N(=O)[C@]1(COCN(C1)C(C)(C)C)CNC(C)(C)C,29
PAQDEU,1.661,1840.566,COC(=O)CN1C=NC(=C1N(=O)=O)N(=O)=O,14
PAQDIY,1.919,907.233,O=N(=O)C1=CN(C=N1)C(N(=O)=O)(N(=O)=O)N(=O)=O,19
PAQDOE,1.873,3717.004,O=N(=O)C1=NC=CN1C(N(=O)=O)(N(=O)=O)N(=O)=O,61
PAQLEC,1.853,1394.877,CC1=NON=C1C1=C(C(=NN1C(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,14
PAQLEC01,1.778,1453.574,CC1=NON=C1C1=C(C(=NN1C(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,14
PAQRUY,1.816,1587.908,O=N(=O)CN1C=NC(=C1N(=O)=O)N(=O)=O,19
PAQTOU,1.403,1535.118,O=N(=O)c1cccc2c1[C@H](CC2)[C@H]1CCc2c1c(ccc2)N(=O)=O,14
QAWMAG,1.31,1617.111,COc1ccc(cc1)N(CCC1=CN(C(=O)c2ccc(cc2)N(=O)=O)c2ccc(OC)cc12)c1ccc(OC(=O)OC(C)(C)C)cc1,2
QAWMEK,1.343,2154.166,CC(=C)[C@@H]1C/C(=N\Nc2ccc(cc2N(=O)=O)N(=O)=O)/C(=C[C@H]1N(c1ccccc1)C)C,19
RAHQAW,1.362,1481.845,O=N(=O)c1ccc(cc1)[C@@H]1C2=C(C(=O)N(C2=O)c2ccccc2)C2=C([C@]31C(=NN(C3=O)c1ccccc1)C)N(C)c1c2cccc1,2
RAHQOK,1.363,2961.375,O=N(=O)c1ccc(cc1)[C@@H]1C2=C(C(=O)N(C2=O)c2ccccc2)C2=C([C@@]31C(=NN(C3=O)c1ccccc1)C)N(C)c1c2cccc1,14
RALCAM,1.315,793.924,COc1ccc(cc1OC)CC/N=C/c1ccc(cc1)N(=O)=O,2
RAPZOB,1.42,981.088,CN1[C@@H]2CCC[C@H]1/C(=C\c1ccc(cc1)N(=O)=O)/C(=O)/C/2=C/c1ccc(cc1)N(=O)=O,2
SAKGOE,1.517,2952.677,O=C1CC[C@@]2(O1)OC[C@@]([C@@H]2OC(=O)c1ccc(cc1)N(=O)=O)(C)O,33
SALYUD,1.27,3163.25,COC(=O)[C@@H]1[C@H](c2ccccc2)[C@H]([C@@H](N1C)c1ccccc1)NC(=O)[C@H]1N[C@H]([C@@H]([C@H]1c1ccccc1)N(=O)=O)c1ccccc1,19
SAMYAK,1.418,3702.946,CC(=O)Oc1ccc2c(c1)[C@@]1(N(=O)=O)[C@@H](c3ccccc3)[N@]3N([C@H]1O2)C(=O)CC3,15
SAMZAL,1.408,3929.312,C[C@@H]1C[N@]2N(C1=O)[C@H]1[C@@]([C@H]2c2ccccn2)(Cc2c(O1)ccc1c2cccc1)N(=O)=O,33
SAPMOP,1.348,1380.944,O=C(c1ccc(cc1)N(=O)=O)O[C@@H]1CC2=CC3=CCCC[C@@H]3CC[C@H]2C([C@H]1OC(=O)c1ccc(cc1)N(=O)=O)(C)C,4
SAQHAX,1.413,1844.18,C[C@@H](N1N=NC(=N1)c1ccc(cc1)N(=O)=O)CCN1C(=O)c2c(C1=O)cccc2,33
SAQHIF,1.339,757.237,CC(=O)OCC[C@@H](N1N=NC(=N1)c1ccc(cc1)N(=O)=O)C,2
SAQYES,1.442,1789.263,COC(=O)c1cc(cc(C)c1c1c(C)cc(cc1C(=O)OC)N(=O)=O)N(=O)=O,14
SASREN,1.505,1325.729,O[C@H]1CC(=O)[C@@H]2[C@@H](C1)C(=CN1[C@H]2c2ccccc2C1)N(=O)=O,14
SASVIV,1.377,4173.02,CCOC(=O)C[C@H]1C[C@H]2[C@@H]([C@@]31N(Cc1c3cccc1)C=C2N(=O)=O)C(=O)c1ccccc1,60
SASVUH,1.327,1107.476,O=N(=O)C1=CN2Cc3c([C@@H]2[C@]2([C@@H]1/C=C/N1CCCCC1)C(=O)Nc1c2cccc1)cccc3,2
SATFIG,1.354,4359.405,C/C(=C(/C(=O)C)\C=C\[C@H]1C(=CN2[C@@H]([C@H]1C(=O)c1ccccc1)c1ccccc1C2)N(=O)=O)/O,60
SATFOM,1.343,5622.556,O=N(=O)C1=CN2Cc3c([C@H]2[C@@H]([C@@H]1CC=C(C(=O)c1ccccc1)C(=O)c1ccccc1)C(=O)c1ccccc1)cccc3,33
SATFUS,1.307,1192.845,N#C[C@@]1(C(=O)c2ccccc2)[C@@H]2N(Cc3c2cccc3)C=C([C@@H]1/C=C/C(=C(/O)\C)/C(=O)C)N(=O)=O,2
SATGAZ,1.342,2263.568,C/C(=C(/C(=O)C)\C=C\[C@@H]1C(=CN2[C@H]([C@@]31C(=O)Nc1c3cccc1)c1ccccc1C2)N(=O)=O)/O,14
SATGED,1.285,2281.114,O=N(=O)C1=CN2Cc3c([C@H]2[C@@H]([C@@H]1/C=C/C1=C(C)ON=C1C)C(=O)c1ccccc1)cccc3,14
SATNAG,1.305,4464.519,C=C[C@@H]1[C@H]2[C@H](C=C)C[C@H]3[C@]2([C@@H](C1(C)C)OC(=O)c1ccc(cc1N(=O)=O)N(=O)=O)CC=C3,15
SATNEK,1.265,1101.067,C=CCC1(CC=C)C[C@@H]2[C@@]([C@@H]1OC(=O)c1ccc(cc1)N(=O)=O)(CC=C)[C@@H]1C[C@H]2C=C1,2
SATPAI,1.234,2291.369,CCC[C@]12CCC[C@H]1[C@H]1[C@]3([C@H]2OC(=O)c2ccc(cc2)N(=O)=O)CCC[C@@H]3C[C@@H]1CC,14
SAVCIF,1.528,1074.401,O=C1C=C[C@H]2[C@@H]1[C@@H](O)c1c(O2)ccc(c1)N(=O)=O,19
SAVCOL,1.35,686.906,O=N(=O)[C@H]1[C@H]2C=CC(=O)[C@H]2[C@@H]1c1ccc2c(c1)cccc2,1
SAVCUR,1.449,1114.724,O=C1C=C[C@H]2[C@@H]1[C@H]1[C@@]2(Oc2c1cccc2)N(=O)=O,19
SAVNAI,1.93,414.906,NC1=C(N=NC2=C(C(=NN12)O)N(=O)=O)N(=O)=O,7
TANPOR,1.385,659.823,OC[C@](N1N=NC(=N1)c1ccc(cc1)N(=O)=O)(C=C)C,1
TAPZAP,1.793,407.856,NC1=NN2C(=C(N=NC2=C1N(=O)=O)C#N)N,4
TAPZOD,1.817,914.485,NC1=C(N=NC2=C(C(=NN12)N(=O)=O)N(=O)=O)C#N,19
TASCAV,1.283,4788.866,C=C[C@@H](C[C@H](NC(=O)c1ccc(cc1)N(=O)=O)C[C@H](O)C)O,19
TASRAK,1.399,3927.575,CCC1=C2N3C(=C1CC)C1=C(CC)C(=C4N1c1c3c3N5C2=C(CC)C(=C5C2=C(CC)C(=C5N2c3c2N3C(=C(CC)C(=C53)N(=O)=O)C3=C(CC)C(=C4N3c12)N(=O)=O)CC)CC)CC,15
TATPEN,1.219,750.221,C=C[C@H]([C@H](c1ccc(cc1)N(=O)=O)C=C(C)C)C(=O)O,2
TATPIR,1.216,3006.537,C=C[C@@H]([C@@H](C(=O)O)C=C(C)C)c1ccc(cc1)N(=O)=O,15
TAVJEJ,1.429,1498.58,COc1cc(ccc1[NH+]=Cc1c([O-])ccc2ccccc12)N(=O)=O,14
UCOHON,1.562,1132.03,COc1cc(ccc1NC(=O)/C=C\C(=O)O)N(=O)=O,14
UZIRON,1.525,1024.479,COc1nc2ccc(cc2nc1OC)N(=O)=O,14
VANBIZ,1.347,2414.034,O=N(=O)c1cc(ccc1N/N=C/1\CCC[C@@H]2[C@@H]1[C@H]1CCC[C@]31N([C@@H]2CC3)Cc1ccccc1)N(=O)=O,14
VENCEZ01,1.476,339.911,O=Cc1cccc(c1)N(=O)=O,4
WAPDAW,1.404,2646.943,O=C(c1ccccc1)Oc1cc(ccc1/N=N/c1ccc(cc1)Oc1ccc(cc1)N(=O)=O)OC(=O)c1ccccc1,14
WAQLEJ,1.27,1906.284,Oc1ccccc1/C=N/C1=CC(=NN1c1cccc(c1)N(=O)=O)C(C)(C)C,33
WAQLIN,1.268,3817.676,Oc1ccccc1/C=N/C1=CC(=NN1c1ccc(cc1)N(=O)=O)C(C)(C)C,15
WAVZIG,1.343,2153.241,C[C@@H]1CCC2=C3C4=C1C(=O)C[C@@H]4[C@@H](OC(=O)c1ccc(cc1)N(=O)=O)C[C@]3(C)CC[C@@H]2C,19
WAWDEH,1.563,435.911,CN1C(=O)C=Nc2ccc(cc12)N(=O)=O,2
WAXTOI,1.378,1088.028,CCOCN1c2ccc(cc2C2=C1C(=O)N(Cc1ccccc21)C(=O)OC(C)(C)C)N(=O)=O,2
XAMFEA,1.496,1412.984,Cc1cccc(Nc2c(cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)c1,14
XAMFEA01,1.551,681.417,Cc1cccc(Nc2c(cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)c1,2
XAMFEA02,1.523,1387.947,Cc1cccc(Nc2c(cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)c1,33
XAPSEQ,1.453,1702.505,O=N(=O)c1ccc(cc1)c1nc2cc(ccc2nc1c1ccccc1)N(=O)=O,2
XAPSOA,1.393,1799.315,O=N(=O)c1ccc2nc(c3ccccc3)c(nc2c1)c1ccc2ccccc2c1,14
XAPTAN,1.446,1710.786,O=N(=O)c1ccc(cc1)c1nc2ccc(cc2nc1c1ccccc1)N(=O)=O,14
XAPTER,1.379,3634.929,O=N(=O)c1ccc2nc(c3ccc4ccccc4c3)c(nc2c1)c1ccccc1,61
XATBED,1.202,1562.803,Cc1ccc(cc1)[C@H]([C@@H](c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)c1ccccc1)C(=O)Oc1ccc(cc1)N(=O)=O,1
XAWCEH,1.211,2230.365,C[C@@H]1[C@@H](C[C@H]2C[C@@H]1C2(C)C)N(C(=O)c1ccc(cc1)N(=O)=O)[C@@H](c1ccccc1)C,19
XAWDAE,1.223,4416.263,C[C@H]1[C@H](C[C@H]2C[C@@H]1C2(C)C)N(C(=O)c1ccc(cc1)N(=O)=O)[C@H](c1ccccc1)C,19
XAWGUB,1.406,1073.43,OCCN1c2ccc3-c4c(C(=O)c3c2C([C@]21C=Cc1c(O2)ccc(c1)N(=O)=O)(C)C)cccc4,2
YANFOM,1.213,1660.975,CCC[C@@H]([C@@H](CCC)C#N)NC(=O)c1ccc(cc1)N(=O)=O,14
YAPBIE,1.372,1947.528,Oc1ccc(cc1)[C@H]1N(Nc2ccc(cc2)N(=O)=O)C(=O)[C@H]2N1c1ccccc1C2,19
YARQUH,1.322,1126.967,COc1ccc(cc1)N1c2ccccc2[C@H]([C@@H]1c1ccccc1)C(=C)c1ccc(cc1)N(=O)=O,2
YAXWIH,1.458,679.201,O=N(=O)c1ccc(cc1)/C=C/C(=O)c1ccccc1N(=O)=O,2
YAXWON,1.499,660.724,O=C(c1ccccc1N(=O)=O)/C=C/c1ccccc1N(=O)=O,2
YAXWUT,1.417,2795.27,O=N(=O)c1cccc(c1)/C=C/C(=O)c1ccccc1N(=O)=O,61
YUNXOU01,1.448,624.396,O=N(=O)c1ccc(CCc2ccc(cc2)N(=O)=O)cc1,14
ZAKRAI,1.15,1433.909,CCC[C@H]1[C@@H](CCC)N1c2ccc(N(=O)=O)cc2,14
ZAKREM,1.173,964.308,C=C1CC[C@H]2N([C@@]2(CC[C@@H]2[C@@H]1CC2(C)C)C)c1ccc(cc1)N(=O)=O,4
ZAKVEQ,1.333,2536.629,O=N(=O)c1c(ccc2cccnc12)N1c2ccccc2c2ccccc12,2
ZAKVOA,1.257,2582.276,Cc1ccc2c(ccc(c2n1)C(C)(C)C)N(=O)=O,14
ZAMLEI,1.434,780.994,O=N(=O)[C@@H]1C[C@@]2(C(=O)[C@@]1(O)c1ccccc1C2=O)Cc1ccccc1,4
ZAMLIM,1.507,1685.461,O=N(=O)[C@@H]1C[C@@]2(C(=O)[C@@]1(O)c1ccccc1C2=O)Cc1ccc(cc1)N(=O)=O,19
ZAMLOS,1.343,3613.587,CC[C@]1(C[C@]2(C(=O)[C@]1(O)c1ccccc1C2=O)Cc1ccccc1)N(=O)=O,19
ZAPPEP,1.338,4015.875,O=C1Oc2ccccc2C2=C1C(=C(NC1CCCCC1)O2)c1ccccc1N(=O)=O,14
ZASCOP,1.264,754.964,O=CC[C@@H](c1ccc(cc1)N(=O)=O)CC=C1CCCCC1,4
ZATFAF,1.897,812.641,O=N(=O)C(C1=NC(=NO1)/N=N/C1=NOC(=N1)C(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O,2
ABAFAO,1.306,3583.827,COc1ccccc1[C@H]([C@@]1(C(=NN(C1=O)c1ccccc1)C)[C@]1(C(=NN(C1=O)c1ccccc1)C)[C@@H](c1ccccc1OC)CN(=O)=O)CN(=O)=O,19
ABAGIV,1.296,1380.333,C/C(=N\Nc1ccccc1C)/c1cccc(c1)N(=O)=O,14
ABAHIW,1.396,497.654,CC(C)OC(=O)c1ccc(cc1)N(=O)=O,2
ABANAU,1.564,1724.859,COC(=O)C(c1ccc(cc1N(=O)=O)N(=O)=O)c1ccc(cc1N(=O)=O)N(=O)=O,14
ABATOP,1.346,2340.894,CN(C)c1ccc(cc1)C(=C(C#N)C#N)C(c1ccc(cc1)N(=O)=O)=C1C(=O)c2ccccc2C1=O,14
ABAVEG,1.378,574.19,O/N=C/c1cc(cc(c1O)N(=O)=O)C(C)(C)C,2
ABAWEH,1.261,775.119,O/N=C/c1cc(cc(c1O)N(=O)=O)C(CC(C)(C)C)(C)C,2
ABENAX,1.692,950.79,COC(=O)c1cc(cc(c1O)N(=O)=O)N(=O)=O,14
ABENUQ,1.564,520.535,OC[C@H]1O[C@@H]([C@H]([C@@H]1O)O)N1C=CN=C1N(=O)=O,4
ABEPON,1.442,689.091,CCN1c2ccc(cc2c2cc(C)cc(c12)N(=O)=O)N(=O)=O,2
ABEQAD,1.404,665.274,Cc1ccc(cc1)C1=C(C(=O)Oc2ccccc12)N(=O)=O,2
ABEQIK,1.359,2020.471,O=C(N1[C@H]2CCCC[C@@]1(C2)c1ccccc1c1ccc(cc1)N(=O)=O)c1ccccn1,14
ABEQOR,1.414,1396.815,COc1ccc2OC(=O)C(=C(c3ccccc3)c2c1)N(=O)=O,33
ABICUJ,1.493,1388.837,C[C@@H]1[C@H](CCc2ccccc2)O[C@@H]([C@H]1OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)COC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,2
ABIGUQ,1.507,5453.548,COC(=O)/C(=C/C)/NC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,33
ABIHAX,1.391,836.683,CC(/C=C(/C(=O)N(C)C)\NC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C,2
ABITOX,1.355,1489.023,CCOC(=O)C([C@@H]1C(=O)N(C[C@H]1[C@@H](c1cccc(c1)N(=O)=O)ON1N=Nc2c1cccc2)CC1CCCCC1)C(=O)OCC,2
ABOFIH,1.225,1172.999,COc1ccc(cc1[C@H]1N(O[C@H]([C@@H]1N(=O)=O)c1ccccc1)c1ccccc1)C(C)(C)C,2
ABOFON,1.235,1281.373,COc1ccc(cc1[C@H]1N(O[C@H]([C@@H]1N(=O)=O)c1ccccc1OC)c1ccccc1)C(CC)(C)C,2
ABORIS,1.313,1017.746,CC([C@H]1CC[C@@]23[C@]1(C)C[C@@H](O2)CC/C/3=N\Nc1ccc(cc1N(=O)=O)N(=O)=O)C,2
ABOVUM,1.468,659.117,COC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(cc1)N(=O)=O,2
ABOVUM01,1.514,639.059,COC(=O)C1=C(C)NC(=O)N[C@H]1c1ccc(cc1)N(=O)=O,2
ABUCEJ,1.429,1702.648,Cc1cccc(Oc2ccccc2N(=O)=O)c1Oc1ccccc1N(=O)=O,19
ABURIY,1.223,3709.136,O=C(c1ccc(cc1)N(=O)=O)OC[C@@H]1/C=C/C/C=C\CC/C=C/CC1,14
ABUSIC,1.281,2615.545,COc1ccc(CN2c3ccc(cc3C(=O)C(=C2c2ccc(C)cc2)c2cc(C)cc(C)c2)N(=O)=O)cc1,14
ABUVOJ,1.334,1559.993,CCN(c1ccc(c(c1)O)/C=N/c1ccc(cc1)N(=O)=O)CC,14
ACALAR,1.439,559.008,O=C(Nc1ccccc1)c1ccc(cc1)N(=O)=O,2
ACALEV,1.311,1369.285,Cc1cccc(C)c1NC(=O)c1ccc(cc1)N(=O)=O,19
ACALIZ,1.24,1598.715,CCc1cccc(CC)c1NC(=O)c1ccc(cc1)N(=O)=O,9
ACALOF,1.171,3701.433,CC(C)c1cccc(C(C)C)c1NC(=O)c1ccc(cc1)N(=O)=O,14
ACALUL,1.315,753.422,CC(C)(C)c1ccc(cc1)C(=O)Nc1ccc(cc1)N(=O)=O,2
ACAMEW,1.152,5647.134,Cc1cc(cc(C)c1NC(=O)c1ccc(cc1)C(C)(C)C)N(=O)=O,14
ACAMIA,1.179,5988.459,CCc1cc(cc(CC)c1NC(=O)c1ccc(cc1)C(C)(C)C)N(=O)=O,14
ACAMOG,1.099,4622.353,CC(C)c1cc(cc(C(C)C)c1NC(=O)c1ccc(cc1)C(C)(C)C)N(=O)=O,15
ACANIB,1.216,2018.856,CC(C)c1cc(cc(C(C)C)c1NC(=O)c1ccc(cc1)N(C)C)N(=O)=O,14
ACEDOE,1.539,911.172,COc1c2OCCOc2ccc1N(=O)=O,14
ACEMUR,1.597,1373.875,O=N(=O)c1cc(ccc1N/N=C/c1ccc2c(c1)OCO2)N(=O)=O,14
ACENUS,1.364,1086.686,O=N(=O)c1ccc(cc1)O[C@H]1CCCCO1,14
ACEREG,1.373,789.48,CC1=CC(=O)N(CC(=O)c2cccc(c2)N(=O)=O)C2=C1CCCC2,2
ACERIK,1.503,1264.765,O=N(=O)c1ccc(cc1)N/N=C/c1ccccc1N(=O)=O,14
ACERIK01,1.546,1229.567,O=N(=O)c1ccc(cc1)N/N=C/c1ccccc1N(=O)=O,14
ACETUA,1.476,637.132,CC(C)Oc1c(OC(C)=O)c(ccc1N(=O)=O)C(O)=O,2
ACEZAK,1.308,2287.621,Cc1cccc(C)c1NC(=O)CN1CCN(CC1)CC1=NC(=NO1)c1ccc(cc1)N(=O)=O,14
ACIDAR,1.479,1317.281,O=N(=O)c1ccccc1N/N=C/1\C=CC(=O)c2c1cccc2,14
ACISAI,1.506,723.711,O=N(=O)C1=CN(Cc2ccc(CN3C=C(C=N3)N(=O)=O)cc2)N=C1,14
ACISAI01,1.506,723.711,O=N(=O)C1=CN(Cc2ccc(CN3C=C(C=N3)N(=O)=O)cc2)N=C1,14
ACNFRL,1.442,1396.35,CC(=O)O[C@]1(C=C[C@@H](O1)N(=O)=O)C(OC(=O)C)OC(=O)C,14
ACNPHY,1.299,987.332,CC(C)=NNc1ccc(cc1)N(=O)=O,14
ACNPHY01,1.359,944.357,CC(C)=NNc1ccc(cc1)N(=O)=O,14
ACNTBP,1.339,1196.58,CC(=O)c1ccc(cc1)c1ccccc1N(=O)=O,14
ACOFOQ,1.181,898.225,CCCCCOc1cc(C#C)c(cc1OCCCCC)N(=O)=O,2
ACOTIY,1.273,1520.244,CCCCOc1cc(C#C)c(cc1OCCCC)N(=O)=O,14
ACOWIY,1.643,1188.951,O=N(=O)C1(CNC1)N(=O)=O,14
ACOWOE,1.678,693.235,O=CN1CC(C1)(N(=O)=O)N(=O)=O,14
ACOWUK,1.732,1227.6,O=C(N1CC(C1)(N(=O)=O)N(=O)=O)N1CC(C1)(N(=O)=O)N(=O)=O,14
ACUMET,1.262,690.19,CNc1c2CCCCCCCCc1cc(c2)N(=O)=O,2
ACUNAO,1.444,1454.612,CCCc1c2Oc3cc(Oc4cccc(Oc5cc(Oc1ccc2)c(cc5N(=O)=O)N(=O)=O)c4CCC)c(cc3N(=O)=O)N(=O)=O,14
ACUPEV,1.432,1727.553,COc1ccc(cc1)/C=C/1\OC(=Nc2c1cccc2)c1ccc(cc1)N(=O)=O,19
ADACIT,1.333,3720.953,C=C[C@]1(COC([C@@]1([C@@H](CC#CC)OC(c2ccc(N(=O)=O)cc2)=O)O)=O)C,61
ADADUG,1.343,846.793,Cc1cc(cc2c1/C(=C/1\C3=CC=CN3c3c1cccc3)/CCC2)N(=O)=O,2
ADAMEY,1.357,1646.877,O=C1N(c2ccccc2)N(C(=C1/N=C/c1ccccc1N(=O)=O)C)C,19
ADAMIB,1.258,2315.457,COc1ccc(c(c1)[C@@]1(CCN(C1)C)C(=O)O[C@H]1CCCC[C@@H]1c1ccccc1)N(=O)=O,19
ADANID,1.343,2564.82,O=C1c2ccccc2C(CCCC2(c3ccccc3C(=O)c3ccccc23)N(=O)=O)(c2ccccc12)N(=O)=O,14
ADAVIL,1.307,753.228,CCOc1ccc(cc1)/N=C/C=C/c1ccccc1N(=O)=O,2
ADAXIN,1.41,1023.102,Cc1cccc(C(=O)Nc2ccccc2NC(=O)c2cccc(C)c2N(=O)=O)c1N(=O)=O,2
