ccdc_id,Calc. Density,Cell Volume,CHIRAL SMILES,Space Gp. Number
XOHRER,1.179,1195.603,CCCCCCCCCC(=O)Oc1ccc(cc1)/N=N/c1ccc(cc1)C(=O)OCC,2
XOKTID,1.391,5563.624,[O-]/[N+](C1=NN(c2c(N)cccc2)[N+]([O-])=C1N)=N\C(C)(C)C,14
XOTHUJ,1.178,2236.252,CCCCCC[C@H]1OC(=O)O[C@H](C1)c1ccc(cc1)/N=N/c1ccc(cc1)OC,19
XOVCAM,1.279,597.722,C#Cc1ccc(cc1)/N=N/c1ccc(cc1)C#C,14
XOWDIW,1.363,2673.585,COc1c(/[N+]([O-])=[N+]([O-])\c2c(OC)cccc2)cccc1,14
XOZLII,1.386,1309.916,N#Cc1ccc(/[NH+]=N/c2c3ccccc3ccc2[O-])cc1,14
XOZNAD,1.273,1551.665,c1ccc(cc1)/N=N/C1=C(Nc2c1cccc2)c1ccccc1,14
XOZNEH,1.237,1672.116,CN1c2ccccc2C(=C1c1ccccc1)/N=N/c1ccccc1,14
XOZNIL,1.232,1754.704,Cc1ccc(cc1)/N=N/C1=C(c2ccccc2)N(c2c1cccc2)C,14
XOZNOR,1.23,1681.714,Cc1ccc(cc1)/N=N/C1=C(Nc2c1cccc2)c1ccccc1,2
XOZNUX,1.287,3523.045,COc1ccc(cc1)/N=N/C1=C(c2ccccc2)N(c2c1cccc2)C,19
XUBXAT,1.218,9693.833,CCCOc1c2cc(cc1Cc1cc(/N=N/c3ccccc3)cc(c1OCCC)Cc1c(c(Cc3c(c(C2)cc(/N=N/c2ccccc2)c3)OCCC)cc(c1)C(=O)O)OCCC)C(=O)O,14
XUDMEQ,1.327,1205.537,NC1=C(/N=N/C2=CC(=NN2c2ccccc2)c2ccccc2)C(=NN1c1ccccc1)c1ccccc1,2
XUMWEH,1.45,1022.173,COC(=O)[C@@H]1C[C@@]2(C(=O)O1)[C@H](CN=N2)C#N,14
XUMWIL,1.529,969.36,COC(=O)[C@@H]1C[C@]2(C(=O)O1)[C@@H](CN=N2)C#N,19
XUPDAO,1.467,720.663,c1ccc(cc1)N1N=NN=C1/N=N/C1=NN=NN1c1ccccc1,14
XUPDES,1.23,751.393,CC(N1N=NC(=N1)/N=N/C1=NN(N=N1)C(C)(C)C)(C)C,14
XUSNEF,1.161,2533.468,CCCCCCCCCCCCc1ccc(cc1)Nc1ccc(cc1)/N=N/c1ccccn1,14
XZBTZO,1.629,1534.272,[O-]C1=C2N=Nc3ccccc3[N+]2=NO1,61
YADTON,1.2,2583.597,OCCCCCCOC=1C=C(C=CC1\N=N\C1=CC=C(C=C1)C#N)C#CC1=CC=C(C=C1)N(C)C,14
YAGYIO,1.313,1357.555,Nc1c(/N=[N+](c2c(c3ccccc3)nnc(c4ccccc4)c2N)\[O-])c(c5ccccc5)nnc1c6ccccc6,14
YAJXAM,1.537,549.196,OCCN1N=NN=C1/N=N/C1=NN=NN1CCO,14
YALKII,1.223,4003.028,c1ccc(cc1)/N=N/c1ccc(cc1)C(c1ccc(cc1)/N=N/c1ccccc1)(c1ccc(cc1)/N=N/c1ccccc1)c1ccc(cc1)/N=N/c1ccccc1,88
YAPBUP,1.495,920.614,COC(=O)c1cc(/N=N/c2cc(cc(c2)C(=O)OC)C(=O)OC)cc(c1)C(=O)OC,2
YAPFEB,1.489,3107.486,COc1ccc(cc1)/N=N/c1c2NN=Nc2ccc1N1C(=O)C=CC1=O,14
YAQXIA,1.289,1857.428,CCOC(=O)c1ccc(cc1)c1cc(/N=N/c2ccccc2)ccc1OC,14
YARHEF,1.339,1469.956,COc1c(OC)cc(CCN=C2c3c(/[N+]([O-])=[N+]([O-])/c4c(C5=NCCc6cc(OC)c(OC)cc65)cccc4)cccc3)c2c1,14
YAVYUR,1.414,1062.643,OC1=CC=C(C=CC1=O)/N=N/c1ccccc1,14
YAYVOK,1.282,1317.154,CCc1ccc(cc1)/N=N/c1ccc(c(c1)C=O)O,14
YEFCOC,1.289,1248.646,COc1cccc(c1)/N=N/c1ccc(c(c1)C)O,14
YEMHAC,1.222,2372.161,C=C[C@@H]1[C@@H]2C(C)(C)N=N[C@]2(OC(=O)C)C[C@@H]([C@@]1(O)[C@H]1C[C@@H]2[C@H]([C@@H]1O)OC(OC2)(C)C)C,14
YEPXAV,1.22,1868.961,Cc1cc(C)c(c(c1)C)/N=C/c1cc(ccc1O)/N=N/c1ccccc1,14
YEPXEZ,1.319,1588.005,Cc1ccc(cc1)/N=C/c1cc(ccc1O)/N=N/c1ccccc1,14
YEYWUW,1.303,865.23,COC(=O)[C@@H]1C[C@]23[C@H](N1C(=O)OC(C)(C)C)[C@@H](O)[C@H](N=N2)[C@H]1[C@@H]3O1,4
YIJWEU,1.299,3757.804,N#Cc1ccc(cc1C#N)Oc1ccc(cc1)/N=N/c1ccc(cc1)N(C)C,61
YIMGUZ,1.234,3159.099,CCCCCOc1ccc(cc1)/N=N/c1ccc(cc1)C#N,14
YIMKIP,1.227,1067.387,Cc1ccc(nc1)/N=N/c1ccccc1,14
YIPXOM,1.284,957.831,N#Cc1ccc(cc1)/N=N/c1cc(CN2CCCCC2)c(c2c1cccc2)O,2
YIPXOM01,1.28,961.205,N#Cc1ccc(cc1)/N=N/c1cc(CN2CCCCC2)c(c2c1cccc2)O,2
YIQJEN,1.327,2315.55,Cc1cc2/N=N/c3ccccc3OCCOCCOCCOc3c(/N=N/c(c1)c2O)cccc3,14
YIQJEN01,1.316,2333.682,Cc1cc2/N=N/c3ccccc3OCCOCCOCCOc3c(/N=N/c(c1)c2O)cccc3,14
YIQKER,1.251,1121.291,n1ccc(cc1)CCNc1ccccc1/N=N/c1ccccc1NCCc1ccncc1,14
YIQKIV,1.343,975.447,c1ccc(cn1)CNc1ccccc1/N=N/c1ccccc1NCc1cccnc1,14
YIQKOB,1.284,1020.022,n1ccc(cc1)CNc1ccccc1/N=N/c1ccccc1NCc1ccncc1,14
YIRTID,1.299,1341.106,Cc1ccc(/[NH+]=N/c2c3ccccc3ccc2[O-])cc1,14
YIRTID01,1.317,661.687,Cc1ccc(/[NH+]=N/c2c3ccccc3ccc2[O-])cc1,4
YIRTID02,1.338,650.855,Cc1ccc(/[NH+]=N/c2c3ccccc3ccc2[O-])cc1,4
YIRTID03,1.35,645.393,Cc1ccc(/[NH+]=N/c2c3ccccc3ccc2[O-])cc1,4
YIRTID04,1.36,640.618,Cc1ccc(/[NH+]=N/c2c3ccccc3ccc2[O-])cc1,4
YIVGUG,1.364,2544.957,CCCCNC(=O)NC1=Nc2ccccc2[N+](=N1)[O-],14
YIXNAU,1.162,3892.788,C[C@@]12N=N[C@@]([C@H]3[C@@H]2[C@H]4C[C@@H]3[C@H]5[C@@H]4[C@]6(N=N[C@]5(C)C6(C)C)C)(C)C1(C)C,61
YIXNEY,1.202,1561.136,CC1(C)[C@]2(C)N=N[C@@]1(C)[C@@H]1[C@H]2[C@@H]2C[C@H]1[C@@H]1[C@H]2[C@@H]2C=C[C@H]1C2,14
YOKVEB,1.284,1465.628,CCOC(=O)CNc1ccc(cc1)/N=N/c1ccccc1,2
YOSYUD,1.364,1169.979,COc1ccc(cc1)/N=N/c1ccc(cc1)C=O,14
YOSZAK,1.32,1955.052,COc1ccc(cc1)/N=N/c1ccc(cc1)/C=N/NC(=O)c1cccc(c1)OC,4
YOSZEO,1.448,582.921,[O-]/[N+](c1ccc(C=O)cc1)=N\c2ccc(C=O)cc2,14
YOVVOX,1.139,2066.758,CC(CCOc1ccc(cc1)/N=N/c1ccc(cc1)OCCC(C)C)C,61
YUDMOZ,1.469,887.034,[O-]/[N+]([C@@]12C[C@H]3C[C@]1(N(=O)=O)C[C@H](C3)C2)=[N+]([O-])\[C@@]45C[C@H]6C[C@]4(N(=O)=O)C[C@H](C6)C5,14
YUHTIE,1.51,567.996,CC1(NC(N=[N+]1[O-])=O)C,14
YUTBUN,1.456,1625.524,COc1c(/N=N/C2=NO[N+]([O-])=C2c3ccccc3)c(OC)cc(OC)c1,14
ZABMEX,1.354,569.825,N#Cc1ccc(cc1)/N=N/c1ccc(cc1)C#N,14
ZAKGEA,1.195,1720.216,O=C(Nc1c(cccc1C(C)C)C(C)C)/N=N/c1ccccc1,14
ZAMPEI,1.201,1450.722,C[C@@H](C1=Cc2ccccc2[C@H](N=N1)C)c1ccccc1,14
ZAMPIM,1.078,1493.206,C[C@H](C(C)(C)C)C1=Cc2ccccc2[C@H](N=N1)C,14
ZAMPOS,1.086,1568.294,CC[C@@H](C(C)(C)C)C1=Cc2ccccc2[C@@H](N=N1)C,14
ZAMPUY,1.259,1468.924,CO[C@H](C1=Cc2ccccc2[C@H](N=N1)C)c1ccccc1,19
ZAMQAF,1.151,745.478,CO[C@H](C(C)(C)C)C1=Cc2ccccc2[C@@H](N=N1)C,2
ZAMQEJ,1.193,3881.412,O=C(c1ccccc1)O[C@H](C(C)(C)C)C1=Cc2ccccc2[C@H](N=N1)C,61
ZAQZAU,1.433,1132.183,COc1ccncc1/N=N/c1cnccc1OC,61
ZARRAO,1.277,1437.437,CC=1C=C(C=CC1C)/[NH+]=N/C1=C(C=CC2=CC=CC=C12)[O-],14
ZBUNDO,1.314,1148.497,CN1C(=O)[C@@H]2[C@H]3[C@@H]([C@H]1c1c2cccc1)N=NC3,19
ZEFBOD,1.658,392.94,NN1N=NN=C1/N=N/C1=NN=NN1N,14
ZEFBUJ,1.437,638.699,CC(=NN1N=NN=C1/N=N/C1=NN=NN1N=C(C)C)C,14
ZEFKON,1.33,862.611,OC[C@@H](c1ccccc1)N/C=C\1/C=C(/N=N/c2ccccc2)C=CC1=O,4
ZEVBUX,1.051,10611.709,CC(c1cc2Cc3cc(cc(c3O)Cc3cc(cc(c3O)Cc3c4O[C@]5([C@@]6([C@@H](Cc(c1)c2O)C=C([C@H]5N=N6)C(C)(C)C)O)Cc4cc(c3)C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C,15
ZEWBOU,1.266,2926.101,c1ccc(cc1)/N=N/c1ccc(cc1)N(c1ccc(cc1)/N=N/c1ccccc1)c1ccc(cc1)/N=N/c1ccccc1,19
ZEXJOD,1.902,345.993,ON1N=NN=C1/N=N/C1=NN=NN1O,14
ZIBSAE,1.3,639.578,[O-]/[N+]([C@@]12CC[C@H](CC2)C1)=[N+]([O-])\[C@@]34CC[C@H](CC4)C3,12
ZIGROW,1.325,893.24,CC1=CC(=O)[C@@]2([C@H](C1=O)C1(N=N2)c2ccccc2CCc2c1cccc2)C,2
ZIJDED,1.496,846.527,N#CC1=C(C#N)NC(=N1)/N=N/c1ccc(cc1)N(CCC(=O)O)CCC(=O)O,2
ZIXMEY,1.394,1091.908,COc1cc(O)ccc1/N=N/c1ccccn1,2
ZIZBUI,1.763,919.845,[O-][n+]1n[n+]([O-])c2c(N=[N+]3N2[N-]c4c3cccc4)n1,29
ZOBTES,1.195,2282.04,CCCCCCOc1ccc(cc1)/N=N/c1cccc(c1)C(=O)OCCCCCC,14
ZOQSOP,1.326,707.188,C=CCOc1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O,2
ZTNONX,1.494,676.242,[O-][N+]1=[N+]([C@@H]2[C@@H]3[C@H]1[C@H]4[C@@H](C3)[C@@H]24)[O-],14
ZUHGOA,1.245,1831.886,CC(c1ccc(cc1)/N=C/c1cc(ccc1O)/N=N/c1ccccc1)C,33
ZUTNUA,1.337,1149.169,COc1ccc(cc1)/N=N/C1=C(C)ON=C1C,2
ZUTPAI,1.235,1545.381,CCCCCOc1ccc(cc1)/N=N/C1=C(C)ON=C1C,14
ZUTPEM,1.214,824.589,CCCCCCOc1ccc(cc1)/N=N/C1=C(C)ON=C1C,2
ZUTPIQ,1.189,1918.054,CCCCCCCCCOc1ccc(cc1)/N=N/C1=C(C)ON=C1C,14
ZZZBPY01,1.512,1108.262,[C@@H]1([C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO)OC/[N+](=N/C)/[O-],5
ZZZBPY10,1.51,1109.389,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)OC/N=[N+]([O-])/C,5
CAXMAT,1.139,2265.951,CCCCCCCCOc1ccc(c2c1cccc2)/N=N/c1ccc(cc1C)C,14
CIKMOA01,1.402,706.542,[O-]c(cc1)c(/N=[NH+]/c(ccc2)c3c2cccc3)c4c1cccc4,14
DAYHOE,1.267,1112.977,COc1ccc(cc1)/N=N/c1ccccc1,33
DAYHOE01,1.258,1120.503,COc1ccc(cc1)/N=N/c1ccccc1,33
DAYHOE02,1.249,1129.144,COc1ccc(cc1)/N=N/c1ccccc1,33
DAYHOE03,1.237,1139.341,COc1ccc(cc1)/N=N/c1ccccc1,33
DAYHOE04,1.227,1149.321,COc1ccc(cc1)/N=N/c1ccccc1,33
DAYHOE05,1.218,1157.849,COc1ccc(cc1)/N=N/c1ccccc1,33
DAYHOE10,1.24,1136.715,COc1ccc(cc1)/N=N/c1ccccc1,33
DAYHOE11,1.229,1147.259,COc1ccc(cc1)/N=N/c1ccccc1,33
QATTEO,1.397,980.675,CN1C=CC(/N=[N+]([O-])/C2=NN(C)C=C2)=N1,14
TEGTEI,1.217,2006.162,CC1=NOC(=C1/N=N/c1c(cccc1N1CCCCC1)N1CCCCC1)C,2
TEGTIM,1.248,2168.711,CN1N=C(C(=C1c1ccccc1)/N=N/c1ccccc1N1CCCC1)c1ccccc1,14
VAPSUE,1.212,2710.346,N#C/C(=C(\N=N\c1ccccc1)/C)/c1ccccc1,61
XAZPOH,1.214,1835.488,O=C([C@@]1(/N=N/c2ccccc2)Cc2c(C1=O)cccc2)NC(C)(C)C,19
ZALZIZ03,1.456,2451.312,OC(c1cc(C(O)=O)cc(/N=N/c2cc(C(O)=O)cc(C(O)=O)c2)c1)=O,2
DEZKEY01,1.439,660.672,c1ccc2c(c1)nc(cn2)/N=N/c1cnc2c(n1)cccc2,14
HASPAW,1.404,1667.482,CN1N=CC(=C1)/N=N/C1=CNN=C1,61
HEDWUM,1.331,1608.225,CN(c1ccc(cc1)/N=N/c1ccccc1)CN1C(=O)CCC1=O,14
KOXBII01,1.286,1023.507,Oc1ccc(cc1)/N=N/c1ccccc1,14
MAZTOA,1.255,1430.269,c1ccc(cc1)/N=N/c1ccc(cc1)/C(=C(/c1ccc(cc1)/N=N/c1ccccc1)\c1ccccc1)/c1ccccc1,2
PEJLOJ,1.188,1421.405,CCc1cccc(c1/N=N/c1ccc(cc1)O)CC,14
PELQOQ,1.541,996.918,CC1=NN(C(=C1)C)C1=NN2N=C(N)N=C2N=N1,14
PELSOS,1.345,1487.643,O=C(c1ccccc1)Nc1ccc(cc1)/N=N/c1ccccc1,14
PELSUY,1.351,1732.675,O=C(c1ccccc1)Oc1ccc2c(c1/N=N/c1ccccc1)cccc2,14
REGCOZ,1.326,983.095,c1ccc2c(c1)COc1ccccc1-c1ccccc1OCc1c(/N=N/2)cccc1,2
SENBOG,1.246,2156.515,CC(c1ccc(cc1)/N=N/c1ccc(cc1)C1c2ccccc2Oc2c1cccc2)C,14
YEGMAC,1.231,2247.885,CCOc1ccc(cc1)N/N=C(/C(=O)c1ccccc1)\N=N\c1ccc(cc1)OCC,14
MEPVAI,1.209,5503.056,Oc1c2/N=N/c3cc(ccc3OCCOCCOCCOCCOc2ccc1C(C)(C)C)C(C)(C)C,14
NELWEK,1.296,685.12,CCCN1C=C(c2c1cccc2)/N=N/C1=CN(N=C1)C,2
NELWIO,1.249,912.902,CN1N=C(C(=C1C)/N=N/C1=CN(c2c1cccc2)Cc1ccccc1)C,2
QEMWUE,1.366,3650.315,C1CCOc2ccccc2/N=N/C2=CC=C(/N=N/c3c(OCC1)cccc3)N2,61
TESTOE,1.349,1621.951,CC1=C(/N=N/c2ccccc2)C=C2C(=NN(C2=O)c2ccccc2)N1,14
WEPDOO,1.213,1349.252,CN1N=CC=C1/N=N/C1=C(C)N(N=C1C)C(C)C,19
WERYIF,1.36,1422.852,C=CCOc1ccccc1N1N=NC(=N1)c1ccc(cc1)/N=N/c1ccc(cc1)C1=NN(N=N1)c1ccccc1OCC=C,14
WERYOL,1.352,1362.382,C=CCOc1ccccc1N1N=NC(=N1)c1ccc(cc1)/N=N/c1ccc(cc1)C1=NN2[C@H](C1)COc1c2cccc1,2
BAHMAC,1.543,2494.017,O/N=C/1\[C@@H](O)Oc2c(C1=O)cccc2,14
BAHVUF,1.39,2363.148,CN(C)C(=O)Nc1cc(ccn1)C1=NOC(=N1)C,15
BAJWAO,1.326,1790.688,COC(=O)C1(C(=O)OC)N(O[C@H]2/C/1=C\CC/C=C\CC2)c1ccccc1,19
BAKDIE,1.381,1381.531,CC1=NC(=NO1)c1ccnc(NC(=O)N2CCCCC2)c1,14
BAKPAI,1.517,4171.085,O=C1c2ccccc2C(=O)C1(c1cc[n+]([O-])cc1)C1(C(=O)c2ccccc2C1=O)c1cc[n+]([O-])cc1,88
BOYVIX,1.377,1086.386,O=C1NO[C@@H](c2c1cccc2)c1ccccc1,2
BZHYDX05,1.338,1197.954,O=C(NOC(=O)c1ccccc1)c1ccccc1,19
BZOFOX04,1.949,859.101,[O-][N+]1=C2C(=NO1)C1=[N+]([O-])ON=C1C1=[N+]([O-])ON=C21,33
CAFNUW,1.293,1105.948,Cc1ccc(cc1)C#CC(=O)N1CCCO1,33
CAQYEC,1.358,1234.304,CC1=NOC(=C1)/N=C/c1c(O)ccc2c1cccc2,14
CAQYOM,1.354,2279.199,COc1ccc(c(c1)/C=N/C1=NOC(=C1)C)O,61
CAQYUS,1.226,6161.474,CC1=CC(=NO1)N[C@H](c1ccccc1)NC1=NOC(=C1)C,88
CAQZAZ,1.271,3494.784,CC1=CC(=NO1)N[C@H](c1cccc2c1cccc2)NC1=NOC(=C1)C,14
CAQZED,1.349,2483.773,CC1=CC(=NO1)/N=C/c1c(O)ccc2c1cccc2,33
FAKRIS03,1.222,734.476,O/N=C(/c1ccccc1)\C,2
FANBUV,1.245,1709.316,CONC(=O)/C(=C(\C1=Cc2c(N1)cccc2)/CC)/c1ccccc1,14
FAQLOC,1.383,521.46,O/N=C(/CC1=CC(=NO1)c1ccccc1)\N,4
FAQZIK,1.546,371.874,CCOC(=O)C1=[N+]([O-])ON=C1N,2
FASBIO,1.386,1516.036,CON(C(=O)[C@]12C[C@H](C1)N1N2C(=O)N(C1=O)c1ccccc1)C,14
FASBOU,1.463,1572.856,COc1ccc(cc1)N1C(=O)N2N(C1=O)[C@]1(C[C@@H]2C1)C(=O)N(OC)C,14
FATGEQ,1.848,417.243,NN1N=NN([O-])C1=[NH2+],14
GAQHOZ,1.348,1681.941,C[C@H](ON1C(=O)c2c(C1=O)cc1c(c2)cccc1)C#Cc1ccccc1,19
GARZAE,1.279,3909.012,O1N(c2ccccc2)C(=NC1(c1ccccc1)c1ccccc1)c1ccccc1,15
GAVWUZ,1.39,2611.301,O/N=C(/c1ccc2c(c1)OC(O2)(C)C)\CN1C=NC=C1,14
HAJMUE,1.387,1945.861,CON1CC(=C(C)N2c3ccccc3C(=C2C1=O)CO)C(=O)OCc1ccccc1,19
HAPYOQ,1.116,1343.57,CC1(C)CCCC(C)(C)N1OC(ON1C(C)(C)CCCC1(C)C)C#Cc1ccc(cc1)C#N,2
HAVFIX,1.408,649.3,CCOC(=O)CO/N=C/C1=COc2c(C1=O)cccc2,4
JAJRUL,1.272,2593.064,O/N=C/C1=CC=CN1C,60
JARCOY,1.386,1286.069,COc1ccc(cc1)C1=NOC(=O)N1c1ccccc1,14
JARDEP,1.436,1870.522,O=C1ON=C(C2CC2)N1c1ccccc1,61
JARPIF,1.85,549.667,O=C1N[N+](=NC2=NNC=C12)[O-],29
JIWSOA,1.147,2353.527,COc1ccc(N2N=[O+]C([O-])=C2C([C@H](C)N3N=NN=C3Cc4ccccc4)=O)cc1,13
KALJOA,1.324,1385.619,COc1ccc(cc1)C1=NOC(=C1)c1ccc(cc1)C#N,14
KAPFOA,1.452,1130.956,[O-][N+]1=C(C(c2ccccc2)=NO1)N3CCOCC3,14
LAPLAT,1.488,527.087,O=C1N[C@@]2([C@@](N1O)(O)C(=O)c1c2cccc1)O,2
MAQXOV,1.629,350.804,ON1C=NN=N1,14
MARFIY,1.263,1800.971,O1/N=C/c2ccccc2-c2ccccc2/C=N/OCc2cc(C1)ccc2,14
MASQEG,1.331,2278.073,O/N=C/c1ccccc1OCc1ccccn1,14
ODICEN,1.211,620.526,N#C[C@](c1ccc2c(c1)cccc2)(N(O)C)C,1
OZOQIG,1.208,1508.373,ON[C@H](c1ccccc1)C,18
PALPEB,1.246,3022.05,CON(C(=O)[C@@H]([C@@H](C(=O)N1CCCC1)N(C)C)C=C)C,15
PASZOC,1.374,987.556,CO/N=C/1\CCC(=O)Nc2c1cccc2,14
PORSUN,1.227,897.329,ONC(=O)[C@H]([C@H](C(=O)N[C@@H](C(C)(C)C)C(=O)NC)CC(C)C)O,1
QAMVEJ,1.391,1548.81,O1N=C(N=C1c1ccc2ccccc2n1)c1ccc2ccccc2n1,14
QARBUK,1.288,1063.282,CC(C)(c1c(O)c(/C=N/OCCO/N=C/c2c(O)c(C(C)(C)C)ccc2)ccc1)C,12
RAQCEV,1.377,1081.841,[O-][N+]1=C(/C([C@]2(C)N1O[C@@H](C#N)C2)=N\OC)C,14
SAKZEN,1.552,839.475,COC1=CC2=NO[N+](=C2C=C1OC)[O-],14
SAKZIR,1.481,808.271,COC1=CC2=NON=C2C=C1OC,14
SARBIA,1.268,2165.536,O=C1O[C@]2([N@@](C1(c1ccccc1)c1ccccc1)OC(C[C@@H]2c1ccccc1)(C)C)C,2
SARBOG,1.294,2050.119,COc1ccc(cc1)[C@H]1C[C@@]2(O[N@@]3[C@@H]1NNC(=O)C3(C)C)[C@H]1CC[C@@H](C2(C)C)C1,14
SARDUO,1.29,1147.309,COc1ccc(cc1)[C@@H]1CC(C)(C)O[N@]2[C@@H]1OC(=O)C(O2)(c1ccccc1)c1ccccc1,2
TANWUE,1.241,2512.979,O/N=C(\C1=C(Cc2ccccc2)OC(=C1C(=O)C)C)/C1=C(Cc2ccccc2)OC(=C1C(=O)C)C,33
TARJAB,1.291,1648.729,O=C1N(c2ccccc2)C(=O)[C@@]2([C@H]1C(=NO2)Cc1ccccc1)C,14
TARJEF,1.439,491.943,CC1=NOC2=C1C(=O)c1ccccc1C2=O,4
TAWFAC,1.303,1913.114,O=C(CC(c1ccccc1)c1ccccc1)NOC(=O)OCc1ccccc1,14
TAWSET,1.288,1575.225,O=C1N2OCC[C@H]3[C@@H]2c2c([C@]1(C)[C@@H]3c1ccccc1)cccc2,33
TAWSIX,1.268,3072.621,CON1[C@@H]2C[C@H]([C@](C1=O)(c1c2cccc1)C)c1ccccc1,56
TAWSOD,1.255,1854.627,CO/N=C/c1ccccc1[C@@H]1C[C@H]2N(C(=O)[C@]1(C)c1c2cccc1)OC,14
XALQIO,1.314,931.374,O=C([C@@H]1CC[C@@H]2CN1C(=O)N2O)NC1CCN(CC1)C(=O)OC(C)(C)C,4
ZAKVIU,1.424,3166.267,O/N=C\1/C(=CC(=O)c2c1nccc2)N1c2ccccc2-c2c1cccc2,33
ZASGEJ,1.198,1781.359,O/N=C/1\C=C(Oc2c1cc(cc2C(C)C)C(C)C)c1ccccc1,14
ZASGIN,1.301,914.758,CNC1=C(/C(=N/OCc2ccc(cc2)OC)/C)C(=O)OC21CCCCC2,2
AANHOX,1.265,1587.479,COc1ccc(cc1)/C=N\O,33
AANHOX01,1.318,1524.124,COc1ccc(cc1)/C=N\O,33
ABAPIE,1.273,885.43,O/N=C/c1ccccc1OC/C(=C\c1ccc(cc1)CC)/C(=O)OC,2
ABATOO,1.203,1066.639,O/N=C/c1cc(ccc1O)C(C)(C)C,19
ABATUU,1.182,2329.13,O/N=C/c1cc(cc(c1O)C)C(C)(C)C,61
ABAVAC,1.142,1450.102,O/N=C/c1cc(cc(c1O)C(C)(C)C)C(C)(C)C,14
ABAVUW,1.23,1205.281,O/N=C/c1cc(cc(c1O)OC)C(C)(C)C,19
ABAWAD,1.17,1415.752,O/N=C/c1cc(ccc1O)C(CC(C)(C)C)(C)C,14
ABELID,1.382,1347.116,[O-]C1=C2[N+](c3ccccc3[C@]2(Cc4ccccc4)O)=NO1,2
ABIFUO,1.226,1974.981,O=C(Cc1ccccc1)O/N=C(/c1ccccc1)\C(=O)NC1CCCCC1,14
ABOFUT,1.211,1556.519,COc1ccc(cc1[C@H]1[C@H](C(=O)c2ccccc2)[C@H](ON1c1ccccc1)c1ccc(cc1)C)C(c1ccccc1)(C)C,2
ABULIT,1.364,1628.104,O/N=C/c1cccc(c1O)OC,61
ABULIT01,1.414,1570.729,O/N=C/c1cccc(c1O)OC,61
ACAGAO,1.389,3926.552,COC(=O)C1(CCON([C@@]21c1ccccc1N(C2=O)C)c1ccccc1)C(=O)OC,14
ACAGES,1.281,1131.55,C=C[C@H]1ON(c2ccccc2)[C@]2(C(C1)(C(=O)OC)C(=O)OC)c1ccccc1N(C2=O)C,2
ACAMOX,1.134,299.211,O/N=C(/N(C)C)\C,2
ACEOXM,1.064,684.382,CC(C)=NO,176
ACEOXM01,1.095,664.785,CC(C)=NO,2
ACIKON,1.307,2356.091,COc1ccc(cc1)N1C[C@@]2([N@]([C@@H]1c1ccccc1)OC(=O)N2c1ccccc1)c1ccccc1,14
ACMCOX,1.137,1234.811,O/N=C/1\CC(C)(C)[C@H](C(C1)(C)C)C(=O)C,14
ACNOCT,1.323,4584.279,C/C/1=N/O/C(=N\O/C(=N\O/C(=N\O/C(=N\O/C(=N\O/C(=N\O/C(=N\O1)/C)/C)/C)/C)/C)/C)/C,15
ACPIXZ,1.3,1636.365,CC(=O)N(C(C)=O)C1=C(c2ccccc2)C(=NO1)c1ccccc1,19
ACUJOX,1.437,1605.096,COC(=O)C1=C(O[N@@]2[C@]1(C(=O)OC[C@H]2C)c1ccccc1)C(=O)OC,19
ACUZON,1.43,1878.895,[O-]/[N+](C)=C\c1nc2c(O)cccc2cc1,61
ACXHTZ,1.37,2532.774,CC(=O)ON1CN(CN(C1)OC(C)=O)OC(C)=O,15
ADANEZ,1.329,1771.199,COC(=O)Cc1ccccc1OCC1=NC(=NO1)c1cccc(OC)c1,14
ADERIL,1.244,801.745,O/N=C(/c1ccc(cc1)C)\N,2
ADERIL01,1.252,797.047,O/N=C(/c1ccc(cc1)C)\N,2
ADICUM,1.317,1852.787,COc1cc2CCN(Cc2cc1OC)CC1=[N+]([O-])ON=C1c1ccccc1,14
ADOJEI,1.238,1026.077,O/N=C(/C(=N/Cc1ccccn1)/C)\C,14
ADOJEI01,1.244,1020.653,O/N=C(/C(=N/Cc1ccccn1)/C)\C,14
ADOJEK,1.468,937.738,O/N=C/c1cc(/C=N/O)cc(c1)/C=N/O,33
ADOJUY,1.262,571.679,O/N=C/1\CCCC=C1c1ccc(cc1)OC,2
ADOKAF,1.227,506.897,O/N=C/1\CCCC=C1c1ccccc1,2
ADOKEJ,1.182,604.992,O/N=C/1\CCCC=C1c1ccc(c(c1)C)C,2
ADUWEB,1.197,3277.751,C[C@@H]1C[C@H](C)[C@H]([C@@H]([C@@](C1)(C)O)C)C1=C(O)C=CN(C1=O)O,19
AEBHXM10,1.212,905.346,CCO/C(=N/O)/c1ccccc1,14
AFENIJ,1.302,1325.824,COc1ccc(cc1)[C@H]1C(=C(N)OC2=C1CCC/C/2=C\c1ccc(cc1)OC)C1=NC(=NO1)c1ccccc1,2
AFIFOK,1.28,2566.253,COC(=O)[C@@H](N1C(=Nc2c(C1=O)cccc2)/C(=N/OCc1ccccc1)/C)CC1=CNc2c1cccc2,19
AFIKAC,1.382,1631.426,O/N=C(\C1=CC=CO1)/CN(c1ccccc1)C/C(=N/O)/C1=CC=CO1,14
