ccdc_id,CHIRAL SMILES
PUBMUU04,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU05,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU07,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU08,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU09,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU10,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU11,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU12,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU13,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU14,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU15,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU16,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU17,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU18,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU19,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU20,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU22,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU25,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU26,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU32,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUSHUJ,OCC1=NN/C(=N\N(=O)=O)/O1
PUWTIN,O=N(=O)N[C@H]1CCCC[C@@H]1NN(=O)=O
QEHDIS,NN/C(=N/N(=O)=O)/N
QEVVIX,O=C1N/C(=N/N(=O)=O)/N/C(=N\N(=O)=O)/N1
QIJDAO,O=N(=O)N1CCc2ccccc12
QIJDAO01,O=N(=O)N1CCc2ccccc12
QIJDAO02,O=N(=O)N1CCc2ccccc12
QIJNUV,O/N=C(/C1=NON=C1N(N(=O)=O)CN(C1=NON=C1/C(=N/O)/N)N(=O)=O)\N
QONRAO,CNN(=O)=O
QONRUI,CN(CO)N(=O)=O
QONSAP,CN(CNC(=O)OCN(C)N(=O)=O)N(=O)=O
QONSET,CN(CNC(=O)NCN(C)N(=O)=O)N(=O)=O
QOTVAW,N#CC1=C(/N=C/N2CCN/C/2=N\N(=O)=O)N(N=C1)c1ccccc1
QUGLIN,O=N(=O)N1c2ccccc2C(=O)[C@]1(C)c1ccccc1
RAFQOI,N/C(=N\N(=O)=O)/NCN1N=NN=C1C
RANWUY,O=N(=O)/N=C/1\C=CC=CN1C
RIGJIA,O=N(=O)N1CN([C@H]2[C@@H]1[C@H]1[C@@H]2N(CN1N(=O)=O)N(=O)=O)N(=O)=O
RIGJUM,O=NN(C)[C@H]1[C@@H]([C@H](N(C)N(=O)=O)[C@H]1N(C)N(=O)=O)N(C)N=O
RIZHAK,CN1COCN(/C/1=N\N(=O)=O)C/C=C(/CCC=C(C)C)\C
ROJGIJ,CC(=O)O[C@@H]1[C@@H](OC(=O)C)N(N(=O)=O)[C@H]([C@@H](N1N(=O)=O)OC(=O)C)OC(=O)C
ROKTAO,NC(=O)NN(=O)=O
RUGQOA,O=CN1[C@@H]2N(N(=O)=O)[C@H]3N([C@@H]2N([C@H]2[C@@H]1N(N(=O)=O)[C@@H]3N2N(=O)=O)N(=O)=O)N(=O)=O
SAMROP,CN/C(=N\N(=O)=O)/NC[C@H]1COCC1
SATNEG,CC(=O)NCN(CN(CN(COC(C)=O)N(=O)=O)N(=O)=O)N(=O)=O
SATRIO,CC(=O)NCN(CN(CN(CNC(C)=O)N(=O)=O)N(=O)=O)N(=O)=O
SATROU,COC(N(C)N(=O)=O)N(C)N(=O)=O
SECVOL,O=N(=O)N1CCCN(C1C1N(CCCN1N(=O)=O)N(=O)=O)N(=O)=O
SETVOD,Cc1cc(C)c(NN(=O)=O)c(C)c1
SIMGUR,O=N(=O)/N=C/1\NCCN1CCC(=O)c1ccccc1
SITVOJ,O=N(=O)Nc1nnc(NN(=O)=O)nn1
SOBFOE,O=C1N[C@H]2[C@@H](N1N(=O)=O)N(N(=O)=O)[C@@H]1[C@H](N2N(=O)=O)N(C(=O)N1)N(=O)=O
SOBGAR,O=N(=O)N1[C@@H]2NC(=O)N([C@@H]2N([C@H]2[C@@H]1NC(=O)N2N(=O)=O)N(=O)=O)N(=O)=O
SOLFEF,O=N(=O)NC1=C[C@H](C)CO[C@]21O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@@H](C1)[C@@H]1CC[C@H]3[C@]([C@H]1CC2)(C)CC[C@@H](C3)OC(=O)C)C
SOLFOP,CC(=O)O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1C[C@H]1[C@@H]2[C@H](C)[C@@]2(O1)OC[C@H](C=C2N(N(=O)=O)C)C)C)C
TALBIU,O=C(NN(=O)=O)OCC#CCOC(=O)NN(=O)=O
TALLIE,O=C(NN(=O)=O)OCCOC(=O)NN(=O)=O
TEDYOT,O=N(=O)/N=C/1\NN=C(O1)C1=NN/C(=N\N(=O)=O)/O1
TENTUE,N#CC1=NO[N+]([O-])=C1/C(N)=N/N(=O)=O
TOHWIW,C[C@@H]1CC[C@H](N1N(=O)=O)C
TOHYUK,O=N(=O)N[C@]12[C@H]3[C@H]4[C@@H]2[C@H]2[C@@H]1[C@@H]3[C@@]42NN(=O)=O
TOHZAR,O=N(=O)N([C@]12[C@H]3[C@H]4[C@@H]2[C@H]2[C@@H]1[C@@H]3[C@@]42N(c1ccccn1)N(=O)=O)c1ccccn1
UBUQUH,CCC[C@@H]1N(N(=O)=O)[C@@H]2CCCC[C@H](N1N(=O)=O)N2N(=O)=O
UCIXOW,CN(CC(N)=O)N(=O)=O
UCIYEN,CN(CC(O)=O)N(=O)=O
UCIYIR,CN(CC(=O)NN(=O)=O)N(=O)=O
UCOKOP,CN(CC#N)N(=O)=O
UCOKUV,CN(CC(=O)NN)N(=O)=O
UCOLEG,CN(CC(=O)NNC(=O)CN(C)N(=O)=O)N(=O)=O
UGUGIM,O=N(=O)N1CN([C@H]2[C@@H]1N(CN2N(=O)=O)N(=O)=O)N(=O)=O
UGUGIM01,O=N(=O)N1CN([C@H]2[C@@H]1N(CN2N(=O)=O)N(=O)=O)N(=O)=O
ULABAM,N/C(=N\N(=O)=O)/N1N=C(C=C1C)C
ULAVEK,CC1=NON=C1C1=NN(C=C1)N(=O)=O
UMIDAX,O=N(=O)NN1N=NN=C1C1=NN=NN1NN(=O)=O
UMUMEW,O=N(=O)NC1=NO[N+](=C1C1=[N+]([O-])ON=C1NN(=O)=O)[O-]
URODIR,O=N(=O)N[C@H]([C@H](NN(=O)=O)CNN(=O)=O)CNN(=O)=O
UXIJIV,CCC(=O)NN(=O)=O
VABWOK,O=N(=O)/N=C\1/C(=N\N(=O)=O)/[C@@]2(C([C@H]1CC2)(C)C)C
VACRAT,Cc1ccc([N-]N(=O)=O)[n+](O)c1
VAGTED,CCN/C(=N/N(=O)=O)/N
VALPII,O=C(NCCNN(=O)=O)NCCNN(=O)=O
VALPII01,O=C(NCCNN(=O)=O)NCCNN(=O)=O
VALRAF,CCC[C@@H]1N(N(=O)=O)[C@@H]2CCCC[C@H](N1N(=O)=O)N2C(=O)CC
VEDWEJ,[N-]=[N+]=C1N=NN(/C/1=N/N(=O)=O)c1ccccc1
VEGGUJ,O=C1N(CN(CN1N(=O)=O)N(=O)=O)N(=O)=O
VEGGUJ01,O=C1N(CN(CN1N(=O)=O)N(=O)=O)N(=O)=O
VEGHEU,O=C1CN(C(=O)CN1N(=O)=O)N(=O)=O
VIBBEQ,COc1ccc(cc1)N1CNC(NC1)=NN(=O)=O
VITBAC,CN1N=NC(=N1)NN(=O)=O
VITBEG,O=N(=O)/N=C/1\NN=NN1C
VIWRAV,O=N(=O)/N=C/1\NN=NN1
VOGSUI,O=N(=O)/N=C/1\NN=C2N1N=CN=N2
WADWUU,CC1=CC=CC(=[N+]1[O-])N[N+](=O)[O-]
WAKSUX,O=N(=O)/N=C(/N(N(=O)=O)C)\N
WERYEX,O=N(=O)/N=C/1\N[C@@H]2[C@H](N1)N/C(=N\N(=O)=O)/N2
WEXDIM,N#C[C@H]1C[C@H]2[N@@](O1)C(N(C2(C)C)N(=O)=O)(C)C
WUKZIL,CN(c1ccncc1)N(=O)=O
XAHMIE,O=N(=O)N1CN(C2=NON=C2N(C1)N(=O)=O)N(=O)=O
XAHMIE01,O=N(=O)N1CN(C2=NON=C2N(C1)N(=O)=O)N(=O)=O
XAJHEX,CON1N=NN/C/1=N\N(=O)=O
XAJSAE,O=C1N(NN(=O)=O)C(=O)c2ccccc12
XAKDOG,O=N(/N=[N+]([O-])/C1=NON=C1/N=[N+]([O-])/C2=NON=C2/[N+]([O-])=N/C(C)(C)C)=O
XEBHET,CC(C)(C)/N=[N+]([O-])/C1=NON=C1NN(=O)=O
XELYEU,NN(=O)=O
XEXYII,CO[C@@H]1N(N(=O)=O)[C@H](OC)N([C@@H](N1N(=O)=O)OC)N(=O)=O
XEXYOO,CO[C@@H]1N(N(=O)=O)[C@H](OC)N([C@H](N1N(=O)=O)OC)N(=O)=O
XIXQOL,O=C(NN(=O)=O)NN(=O)=O
XOZREM,[NH2+]=C1NN=C(N1[N-]N(=O)=O)C1=NON=C1NN(=O)=O
YANREM01,NC1=[NH+]N=NN1[N-]N(=O)=O
YANSIR,CN1N=NN([N-]N(=O)=O)C1=[NH2+]
YEVJAK,CC(=O)O[C@H]1C[C@@H](O[C@@H]1COC(=O)C)N1C=C(C)C(=O)N(C1=O)N(=O)=O
YIQZAA,COc1c(cccc1OC)CN1CCN/C/1=N\N(=O)=O
YITKAP,CN(CN=C=O)N(=O)=O
YODHUV,CN1CN/C(=N\N(=O)=O)/N(C1)C
YOTSUV,O=C1CCC(=O)N1N(=O)=O
YOTSUV01,O=C1CCC(=O)N1N(=O)=O
ZACSII,O=N(=O)NC1=NON=C1NN(=O)=O
ZERJIR,N/C(=N/N(=O)=O)/Nc1ccccc1
ZOHSOE,O=N(=O)N(CCC#N)CCC#N
ZUHQOI,O=C1N(N(=O)=O)[C@]2([C@](N1N(=O)=O)(C)CC2)C
ZUHQUO,O=C1N(N(=O)=O)[C@]2([C@@](N1N(=O)=O)(C2)C)C
ZZZTLC01,O=N(=O)N1CCN(CC1)N(=O)=O
CTMTNA17,O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O
DNEDAM02,O=N(=O)NCCNN(=O)=O
DNEDAM03,O=N(=O)NCCNN(=O)=O
DNEDAM04,O=N(=O)NCCNN(=O)=O
CTMTNA18,O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O
CTMTNA19,O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O
CTMTNA20,O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O
CTMTNA21,O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O
CTMTNA22,O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O
CTMTNA23,O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O
CTMTNA24,O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O
CTMTNA25,O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O
DNEDAM05,O=N(=O)NCCNN(=O)=O
JATFOD,O=N(=O)N1[C@@H]2N(N(=O)=O)[C@@H]3C4([C@H]1N([C@H](C12OCCO1)N3N(=O)=O)N(=O)=O)OCCO4
PUBMUU45,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU46,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU47,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
PUBMUU48,O=N(=O)N1[C@@H]2N([C@@H]3[C@H]1N(N(=O)=O)[C@@H]1N([C@H]2N(N(=O)=O)[C@@H]1N3N(=O)=O)N(=O)=O)N(=O)=O
QIJDAO03,O=N(=O)N1CCc2ccccc12
QIJDAO04,O=N(=O)N1CCc2ccccc12
QIJDAO05,O=N(=O)N1CCc2ccccc12
QIJDAO06,O=N(=O)N1CCc2ccccc12
RAYGUX,O=N(=O)NC1=NON=C1Nc1nnc(NC2=NON=C2NN(=O)=O)nn1
SITVOJ01,O=N(=O)Nc1nnc(NN(=O)=O)nn1
VEDXAH,OC(=O)CN(CC(O)=O)N(=O)=O
YEGLEF,O=N(=O)/N=C\1/N=C(N)N2C(=NC=N2)N1
OCHTET41,O=N(=O)N1CN(CN(CN(C1)N(=O)=O)N(=O)=O)N(=O)=O
OCHTET42,O=N(=O)N1CN(CN(CN(C1)N(=O)=O)N(=O)=O)N(=O)=O
TEMQIP,O=C(NN(=O)=O)OCCN(CCOC(=O)NN(=O)=O)N(=O)=O
TEMQUB,NC(=O)OCCN(CCOC(N)=O)N(=O)=O
EYALAU,c1ccc(cc1)N1N=CC(=C1)/N=N/c1cccnc1
EYALAU01,c1ccc(cc1)N1N=CC(=C1)/N=N/c1cccnc1
FAVWOS01,COc1nc(N)nc(c1/N=N/c1ccccc1)OC
FAVXOT,COc1nc(N)nc(c1/N=N/c1ccccc1)N
GANTUO,O=C1C=C(C)N(C2=C1C(=O)C(=C2)C(C)(C)C)c1ccc(cc1)/N=N/c1ccccc1
HAGBOK,COC(c1c(/[NH+]=N/c2c3ccccc3ccc2[O-])cccc1)=O
IBAKOP01,COc1nc(N)nc(c1/N=N/c1ccc(cc1)OC)OC
JAMWON,COc1ccc(c(c1)N1CCCC1)/N=N/C1=CN(N=C1)C
LAQKOH,[O-]/[N+](=N\C#N)/C1=NON=C1N
LAQKUN,N#C/N=[N+]([O-])/C1=NON=C1/N=N/C2=NON=C2/[N+]([O-])=N/C#N
MAQHOF,CN(/C=N/C1=[N+]([O-])N=C(N=[N+]1[O-])N1N=C(C=C1C)C)C
MARLEA,O=C1N=NC(=O)N(Cc2ccccc2)N1Cc1ccccc1
MARLOK,O=C1N=NC(=O)N2N1[C@@H]1CC[C@H]2CC1
MAVPOS,COC(=O)[C@]1(N=N[C@@](C1)(C(=O)OC)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)c1ccccc1
MAVQAF,COC(=O)[C@@]1(N=N[C@@](C1)(c1ccccc1)C(=O)OC(C)(C)C)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3
MAVQEJ,COC(=O)[C@@]1(N=N[C@@](C1)(c1ccccc1)C(=O)Oc1ccccc1)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3
MAVQIN,COC(=O)[C@]1(N=N[C@@](C1)(C(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)c1ccccc1)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3
NARTAF,Oc1ccc(cc1/C=N/C1=CC(=NN1c1ccccc1)C(C)(C)C)/N=N/c1ccccc1
PAPJOJ,CN1N=C(C(=C1C)/N=N/c1ccccc1C(=O)O)C
PAQTIO,c1cc2CC[C@H]3c2c(c1)N=Nc1c2[C@H]3CCc2ccc1
TIHSUZ01,Oc1ccc(cc1/C=N/c1ccccc1)/N=N/c1ccccc1
WARLEK,Cc1ccc(cc1)/N=N/c1c(C)c2ccccc2c2c1cccc2
WARLIO,CCCC1=C(/N=N/c2ccccc2)c2ccccc2N2C1=C1C=CC=CC1=N2
WAVKOX,Cc1cccc2c1[C@@](C)(/N=N/c1ccccn1)[C@H]1[C@@H]2[C@H]2O[C@@H]1c1c2cccc1
WAVKUD,N#Cc1ccc2c(c1)[C@@H]1[C@@H]3O[C@H]([C@@H]1[C@@]2(C)/N=N/c1ccccc1)c1c3cccc1
WAVLEO,Cc1cccc2c1[C@](C)(/N=N/c1ccccn1)[C@@H]1[C@H]2[C@@H]2O[C@H]1c1c2cc2c(c1)OCO2
WUJZAF01,CN1C(=Nc2c1cccc2)/N=N/C1=Nc2c(N1C)cccc2
XAMYIX,c1ccc(cc1)Oc1ccccc1/N=N/c1ccccc1Oc1ccccc1
YAXDUA,c1ccc(cc1)/N=N/c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1
ZALZIZ,OC(=O)c1cc(/N=N/c2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O
ZALZIZ02,OC(=O)c1cc(/N=N/c2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O
ABEKUO,OC(=O)CO/N=C(/c1ccccc1/N=N/c1ccccc1)\C
ABUJOY,CCc1ccc(cc1)/N=N/c1ccc(c(c1)C)Oc1ccc(c(c1)C#N)C#N
ACEFIZ,OC(=O)c1cc(/N=N/c2ccccc2)ccc1O
ADOTUJ,Cc1ccc(cc1)/N=N/C1=C(CCC1=O)Nc1ccccc1
ADOXAV,CN1C=NC(=N1)/N=N/c1ccccc1
ADOXEZ,CN1C=NC(=C1)/N=N/c1ccccc1
AFAFUJ,CCOC(=O)/N=N/c1ccccc1C#N
AFIHAA,CC(c1cccc(/[NH+]=N/c2c([O-])ccc3c2cccc3)c1)=O
AFIPEM,Cc1ccc(O)c(/[NH+]=N/c2c([O-])ccc3c2cccc3)c1
AFIVOC,CCN(c1ccc(cc1)/N=N/c1cccnc1)CC
AGEFID,C(#N)C1=C(C=CC=C1)/[NH+]=N/C1=C(C=CC2=CC=CC=C12)[O-]
AGEWEP,CCc1ccc(cc1)/N=N/c1ccc(c(c1)C)O
AHPAZP10,Oc1ccc(nc1N)/N=N/c1ccccc1
AJAWUD,[O-]/[N+](c1ccccc1)=C\c2c(CC/N=N/c3ccccc3)cccc2
ALEGUU,c1ccc(nc1)CNc1ccccc1/N=N/c1ccccc1NCc1ccccn1
ALIVAS,CCCCCCCCCCOc1cc(ccc1/N=N/c1ccc(cc1OCCCCCCCCCC)C(=O)O)C(=O)O
AMTZIN,CC(=O)C1=C(C)N2N=C3C=CC=CC3=C2N=N1
AMUGEW,COc1cccc(c1)[C@@H]1CN=N[C@@]21[C@@H](Oc1c(C2=O)cccc1)c1ccccc1
APUCUM,CCOC(=O)CC(=O)OCc1ccc(cc1)/N=N/c1ccc(cc1)COC(=O)CC(=O)OCC
AQIDIO,COc1ccc(cc1)/N=N/c1ccc(c(c1)C(=O)C)O
AQUGUQ,[O-][n+]1nc(N)c(/[N+]([O-])=N/C(C)(C)C)[n+]([O-])n1
ARUVAK,OC(=O)CCCCN(c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O)C
ARUVIS,OCCN(c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O)C
ARUVOY,OCCN(c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O)CCO
ASIBAF,COC(=O)[C@H]1/C(=C\C(=O)OC)/N=NC1(c1ccccc1)c1ccccc1
ATOJEA,Cc1ccc(cc1)C(=O)N1CCN(CC1)C1=NN2C=NN=C2N=N1
AVOFID,CCN1N=C(N=C1/N=N/C1=NC(=NN1CC)c1ccccc1)c1ccccc1
AWAQOH,C=C1c2ccccc2[C@@]([C@H]1c1ccccc1)(C)/N=N/c1ccccn1
AWESIH,CCOc1ccc(cc1)/N=N/c1ccc(cc1)C#N
AWESIH01,CCOc1ccc(cc1)/N=N/c1ccc(cc1)C#N
AWIZUB,Cc1cccc(c1)/N=N/c1c(N)ccc2c1cccc2
AWUGII,OC(c1ccccc1)(c1ccccc1)C#Cc1ccccc1/N=N/c1ccccc1C#CC(c1ccccc1)(c1ccccc1)O
AXUYOJ,Oc1ccc(cc1)/N=N/c1ccncc1
AYIBER,COc1cc(/N=N/c2ccccc2)cc(c1O)/C=N/CCC/N=C/c1cc(/N=N/c2ccccc2)cc(c1O)OC
AYIQIL,COc1ccc(/N=N/C(c2ccccc2)=N\Nc3ccccc3)cc1
AYUKIP,O=C1C=CC(=O)N1c1ccc(cc1)/N=N/c1ccccc1
AZBENC,c1ccc(cc1)/N=N\c1ccccc1
AZBENC01,c1ccc(cc1)/N=N\c1ccccc1
AZDCAR,NC(=O)/N=N/C(=O)N
AZDCAR01,NC(=O)/N=N/C(=O)N
AZDCAR02,NC(=O)/N=N/C(=O)N
AZFOXM,O/N=C/N=N/C=N/O
AZIBYR,N#CC(/N=N/C(C#N)(C)C)(C)C
AZIBYR01,N#CC(/N=N/C(C#N)(C)C)(C)C
AZIBYR02,N#CC(C)(C)/N=N/C(C)(C)C#N
AZIBYR05,N#CC(/N=N/C(C#N)(C)C)(C)C
AZOBEN01,c1ccc(cc1)/N=N/c1ccccc1
AZOBEN03,c1ccc(cc1)/N=N/c1ccccc1
AZOBEN04,c1ccc(cc1)/N=N/c1ccccc1
AZOBEN06,c1ccc(cc1)/N=N/c1ccccc1
AZOBEN12,c1ccc(cc1)/N=N/c1ccccc1
AZOBEN13,c1ccc(cc1)/N=N/c1ccccc1
AZPCYM,CC(c1ccc(c(c1)/N=N/c1cc(ccc1C)C(C)C)C)C
AZPHEN10,CCOc1ccc(/N=N/c2ccc(OCC)cc2)cc1
AZPYRO,[O-][n+]1ccc(/N=N/c2cc[n+]([O-])cc2)cc1
AZUKAI,CCOC(=O)c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)OCC
AZUKAI01,CCOC(=O)c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)OCC
AZUYID,Oc1cc(cc2c1OCCOCCOc1c(/N=N/2)cccc1)C(C)(C)C
BANJEF,C1C[C@@]2(C[C@H]1CC2)/N=N\[C@]12CC[C@@H](C2)CC1
BATWUO,[O-]/[N+](c1nc2ccccc2nc1)=[N+]([O-])/c3nc4ccccc4nc3
BAWYUW,c1cc2ccc1/N=N\c1ccc(cc1)Cc1ccc(/N=N\c3ccc(C2)cc3)cc1
BAYJUG,CC(=C1C(C)(C)N=NC1(C)C)C
BEFFID,Nc1ccc(cc1)/N=N/c1cc(C(C)C)c(c(c1)C(C)C)O
BEJMEJ,CCCCCC(=O)N1CCN(CC1)c1ccc(cc1)/N=N/c1ccc(cc1)CC
BEJMIN,CCCCCCCCCC(=O)N1CCN(CC1)c1ccc(cc1)/N=N/c1ccc(cc1)CCCCCC
BELPUD02,Cc1c(/[N+]([O-])=[N+]([O-])\c2c(C)cccc2)cccc1
BEZWUY,C[C@H]1[C@@]2([C@]1(N=NC2(C)C)c1ccccc1)c1ccccc1
BIJBIG,c1ccc(cc1)C#Cc1ccc(cc1)/N=N/c1ccc(cc1)C#Cc1ccccc1
BIJTUJ,CC[C@H]1NN=C(N=N1)c1ccccc1
BIRDUB,N#CC1=COC(=C1/N=N/c1ccccc1)c1ccc(cc1)OC
BIVWAF,CCCCCC(N1CCN(c2ccc(/N=[N+]([O-])/c3ccc(N4CCN(C(CCCCC)=O)CC4)cc3)cc2)CC1)=O
BIWVIM,O1CCOCCOc2ccc(cc2)/N=N/c2ccc(cc2)OCCOCCOCCOCCOc2c3c(c(OCCOCC1)ccc3)ccc2
BIWZAJ,N#C/C(=N/Nc1c(C)cc(cc1C)C)/N=N/c1c(C)cc(cc1C)C
BIWZEN,N#C/C(=N/Nc1ccccc1OC)/N=N/c1ccccc1OC
BMPIMT,COC1=C(c2ccccc2)N2C(=N1)N=NC(=N2)Cc1ccccc1
BOHLIT,[O-]/[N+](c1c(/[N+]([O-])=N/c2c(N(=O)=O)cccc2)cccc1)=N\c3c(N(=O)=O)cccc3
BOKFUE,CCCCN1C=CN(/C/1=C/1\N=NC(=O)N=N1)C
BOKGEP,C[C@@H](N1C=CN(/C/1=C/1\N=NC(=O)N=N1)[C@@H](c1ccccc1)C)c1ccccc1
BOKGIT,O=C1N=N/C(=C/2\N(CCN2c2c(C)cc(cc2C)C)[C@@H](c2ccccc2)C)/N=N1
BOKGOZ,O=C1N=N/C(=C\2/N(N=C(N2c2ccccc2)c2ccccc2)c2ccccc2)/N=N1
BOMQUS,Oc1ccc(cc1)/N=N/c1cc(O)cc(c1)O
BOMRAZ,COc1cc(OC)cc(c1)/N=N/c1ccc(cc1)O
BOXZIZ,CCC(C1=CC=CN1)(C1=CC=C(N1)/N=N/c1cccnc1)CC
BOXZOF,CCC(C1=CC=C(N1)/N=N/c1cccnc1)(C1=CC=C(N1)/N=N/c1cccnc1)CC
BUAZBZ,CC(C)(C)c1c(/N=N/c2c(C(C)(C)C)cc(C(C)(C)C)cc2C(C)(C)C)c(C(C)(C)C)cc(C(C)(C)C)c1
BUAZBZ01,CC(c1cc(cc(c1/N=N/c1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C
